id,name,now_cost,position,team,mng_clean_sheets,mng_goals_scored,now_cost_rank_type,expected_goals,threat_rank,dreamteam_count,news,influence_rank,assists,transfers_out_event,red_cards,expected_goals_conceded_per_90,bonus,birth_date,penalties_missed,news_added,ict_index_rank,threat_rank_type,minutes,starts,own_goals,web_name,form_rank_type,transfers_out,saves,cost_change_event_fall,selected_rank,in_dreamteam,corners_and_indirect_freekicks_order,selected_rank_type,can_select,value_form,form,region,creativity,points_per_game_rank,penalties_saved,bps,team_join_date,mng_draw,goals_scored,influence_rank_type,ict_index,threat,goals_conceded,form_rank,cost_change_event,transfers_in_event,expected_goals_conceded,points_per_game,goals_conceded_per_90,cost_change_start,mng_win,yellow_cards,direct_freekicks_order,cost_change_start_fall,ep_this,opta_code,expected_goal_involvements_per_90,status,value_season,starts_per_90,clean_sheets_per_90,selected_by_percent,expected_goal_involvements,expected_goals_per_90,chance_of_playing_next_round,penalties_order,transfers_in,creativity_rank_type,points_per_game_rank_type,clean_sheets,mng_underdog_win,now_cost_rank,event_points,influence,expected_assists,mng_underdog_draw,mng_loss,total_points,saves_per_90,expected_assists_per_90,ict_index_rank_type,chance_of_playing_this_round,ep_next,creativity_rank
336,Dominik Szoboszlai,64,MID,Liverpool,0,0,27,6.30,44,4,,108,7,31608,0,0.87,13,2000-10-25,0,2024-12-27T00:30:09.581631Z,38,26,1948,22,0,Szoboszlai,11,622387,0,0,84,False,5.0,28,True,0.8,5.2,98.0,589.2,50,0,472,2023-07-02,0,5,37,153.1,503.0,19,36,0,7387,18.78,4.1,0.88,-1,0,6,2.0,1,6.7,p424876,0.49,a,17.3,1.02,0.46,4.4,10.66,0.29,100.0,,854073,21,26,10,0,50,1,439.0,4.36,0,0,111,0.0,0.2,27,100.0,0.0,27
337,Konstantinos Tsimikas,46,DEF,Liverpool,0,0,49,0.12,329,0,,317,1,443,0,0.63,1,1996-05-12,0,2024-11-25T09:30:07.571904Z,309,110,509,5,0,Tsimikas,63,72103,0,0,352,False,3.0,128,True,0.3,1.3,83.0,130.4,234,0,155,2020-08-10,0,0,116,30.4,35.0,3,237,0,93,3.56,2.3,0.53,-4,0,2,,4,2.8,p214285,0.21,a,7.0,0.88,0.53,0.2,1.22,0.02,100.0,,42996,58,74,3,0,355,0,136.6,1.10,0,0,32,0.0,0.19,97,100.0,0.0,225
339,Virgil van Dijk,64,DEF,Liverpool,0,0,2,1.53,110,0,,16,1,36527,0,0.87,4,1991-07-08,0,,88,8,2610,29,0,Virgil,33,2024226,0,0,14,False,,6,True,0.5,3.0,152.0,167.1,78,0,498,2018-01-01,0,1,5,108.1,232.0,27,121,0,6115,25.30,3.7,0.93,4,0,3,3.0,-4,4.5,p97032,0.08,a,16.9,1.0,0.41,22.1,2.28,0.05,,,2797397,41,14,12,0,48,2,683.2,0.75,0,0,108,0.0,0.03,15,,0.0,182
636,Federico Chiesa,68,MID,Liverpool,0,0,16,0.16,386,0,,523,0,105,0,2.88,0,1997-10-25,0,2024-12-26T10:30:09.366339Z,501,207,25,0,0,Chiesa,339,51502,0,0,406,False,,134,True,0.0,0.0,106.0,1.8,503,0,4,2024-08-29,0,0,244,1.7,15.0,1,780,0,56,0.80,1.0,3.6,-2,0,0,,2,1.5,p223541,0.9,a,0.4,0.0,0.0,0.2,0.25,0.58,100.0,,50270,235,238,0,0,34,0,0.8,0.09,0,0,3,0.0,0.32,234,100.0,0.0,473
660,Vítezslav Jaros,40,GKP,Liverpool,0,0,50,0.00,528,0,,489,0,75,0,1.15,0,2001-07-23,0,,509,29,11,0,0,Jaros,50,29725,1,0,471,False,,63,True,0.0,0.0,57.0,0.0,441,0,6,2019-07-10,0,0,41,0.9,0.0,0,448,0,5,0.14,1.0,0.0,0,0,0,,0,1.5,p432987,0.0,a,0.2,0.0,0.0,0.1,0.00,0.0,,,35529,45,41,0,0,653,0,8.8,0.00,0,0,1,8.18,0.0,41,,0.0,566
669,Harvey Davies,40,GKP,Liverpool,0,0,57,0.00,539,0,,593,0,9,0,0.0,0,2003-09-03,0,,593,36,0,0,0,Davies,57,1625,0,0,670,False,,73,True,0.0,0.0,241.0,0.0,597,0,0,2021-03-09,0,0,68,0.0,0.0,0,459,0,8,0.00,0.0,0.0,0,0,0,,0,1.5,p464353,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,1813,52,68,0,0,664,0,0.0,0.00,0,0,0,0.0,0.0,68,,0.0,577
688,Treymaurice Nyoni,45,MID,Liverpool,0,0,300,0.00,723,0,,740,0,6,0,0.0,0,2007-06-30,0,,740,306,0,0,0,Nyoni,267,636,0,0,742,False,,310,True,0.0,0.0,241.0,0.0,742,0,0,2023-11-11,0,0,311,0.0,0.0,0,669,0,8,0.00,0.0,0.0,0,0,0,,0,1.5,p591386,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,843,311,312,0,0,475,0,0.0,0.00,0,0,0,0.0,0.0,310,,0.0,736
692,Amara Nallo,40,DEF,Liverpool,0,0,227,0.00,580,0,,629,0,11,0,0.0,0,2006-11-18,0,,629,227,0,0,0,Nallo,196,893,0,0,691,False,,234,True,0.0,0.0,241.0,0.0,634,0,0,2024-02-27,0,0,236,0.0,0.0,0,501,0,9,0.00,0.0,0.0,0,0,0,,0,1.5,p611926,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,959,236,234,0,0,714,0,0.0,0.00,0,0,0,0.0,0.0,236,,0.0,614
709,Jayden Danns,45,FWD,Liverpool,0,0,69,0.00,686,0,Loaned to Sunderland,705,0,41,0,4.05,0,,0,2025-02-06T23:44:42.048875Z,705,60,10,0,0,Danns,43,4928,0,0,656,False,,81,False,0.0,0.0,241.0,0.3,469,0,2,2024-02-20,0,0,59,0.0,0.0,1,629,0,0,0.45,1.0,9.0,0,0,0,,0,0.0,p500058,0.09,u,0.2,0.0,0.0,0.0,0.01,0.0,0.0,,6042,53,46,0,0,429,0,0.0,0.01,0,0,1,0.0,0.09,60,0.0,0.0,496
744,Arne Slot,15,MNG,Liverpool,3,19,5,0.00,483,0,,548,0,15109,0,0.0,0,1978-09-17,0,,548,20,0,0,0,Slot,3,296211,0,0,161,False,,1,True,5.2,7.8,152.0,0.0,555,0,0,2024-06-01,2,0,20,0.0,0.0,0,5,0,1384,0.00,0.0,0.0,0,6,0,,0,9.3,man52174,0.0,a,44.7,0.0,0.0,26.4,0.00,0.0,,,133833,20,20,0,0,773,9,0.0,0.00,0,0,67,0.0,0.0,20,,0.0,526
340,Manuel Akanji,53,DEF,Man City,0,0,17,0.70,287,0,Muscle injury - Expected back 26 Apr,182,0,1199,0,1.41,1,1995-07-19,0,2025-02-12T09:00:09.174095Z,205,86,1707,20,0,Akanji,258,712719,0,0,129,False,,47,True,0.0,0.0,207.0,231.8,257,0,225,2022-09-01,0,0,67,58.0,56.0,27,749,0,15,26.78,2.2,1.42,-2,0,3,,2,0.0,p211975,0.1,i,8.3,1.05,0.21,2.3,1.79,0.04,0.0,,418857,28,82,4,0,150,0,291.8,1.09,0,0,44,0.0,0.06,62,0.0,0.0,138
341,Nathan Aké,53,DEF,Man City,0,0,15,0.22,372,0,Foot injury - Expected back 18 May,347,0,672,0,1.79,0,1995-02-18,0,2025-03-01T21:30:09.703817Z,383,125,677,8,0,Aké,129,274695,0,0,226,False,,86,True,0.0,0.2,152.0,33.7,203,0,121,2020-08-05,0,0,125,15.9,20.0,11,385,0,15,13.44,2.5,1.46,-2,0,0,,2,0.0,p126184,0.05,i,4.7,1.06,0.4,0.8,0.39,0.03,0.0,,72584,120,62,3,0,145,0,104.6,0.17,0,0,25,0.0,0.02,129,0.0,0.0,359
342,Bernardo Veiga de Carvalho e Silva,61,MID,Man City,0,0,43,2.97,49,0,,115,4,738,0,1.46,7,1994-08-10,0,,43,31,2020,22,0,Bernardo,149,1198377,0,0,118,False,4.0,39,True,0.1,0.8,173.0,598.3,139,0,407,2017-07-01,0,2,40,147.6,459.0,35,309,0,539,32.84,3.0,1.56,-4,0,5,,4,0.8,p165809,0.28,a,12.3,0.98,0.18,2.6,6.32,0.13,,,927134,19,59,4,0,69,2,418.0,3.35,0,0,75,0.0,0.15,30,,1.3,25
343,Oscar Bobb,47,MID,Man City,0,0,222,0.00,734,0,Lack of match fitness - 25% chance of playing,750,0,30,0,0.0,0,2003-07-12,0,2024-08-14T22:30:05.558994Z,750,314,0,0,0,Bobb,277,30852,0,0,548,False,,203,True,0.0,0.0,161.0,0.0,750,0,0,2022-01-06,0,0,317,0.0,0.0,0,685,0,11,0.00,0.0,0.0,-3,0,0,,3,0.0,p477555,0.0,d,0.0,0.0,0.0,0.1,0.00,0.0,25.0,,3797,318,318,0,0,340,0,0.0,0.00,0,0,0,0.0,0.0,317,25.0,0.1,746
344,Scott Carson,39,GKP,Man City,0,0,65,0.00,484,0,,549,0,129,0,0.0,0,1985-09-03,0,,549,3,0,0,0,Carson,24,19343,0,0,368,False,,53,True,0.0,0.0,241.0,0.0,556,0,0,2021-07-20,0,0,42,0.0,0.0,0,399,0,144,0.00,0.0,0.0,-1,0,0,,1,0.0,p17601,0.0,a,0.0,0.0,0.0,0.2,0.00,0.0,,,18033,20,42,0,0,723,0,0.0,0.00,0,0,0,0.0,0.0,42,,0.5,527
345,Kevin De Bruyne,93,MID,Man City,0,0,5,2.69,99,2,,175,8,1575,0,1.19,7,1991-06-28,0,2024-09-18T23:00:07.299083Z,66,64,1091,12,0,De Bruyne,150,1697247,0,0,93,False,1.0,30,True,0.1,0.8,21.0,616.0,64,0,316,2015-08-30,0,2,71,118.6,258.0,16,310,0,1948,14.38,3.9,1.32,-2,0,2,1.0,2,0.8,p61366,0.6,a,8.1,0.99,0.41,3.8,7.26,0.22,100.0,4.0,1118532,18,33,5,0,7,1,315.0,4.57,0,0,75,0.0,0.38,45,100.0,1.3,22
346,Jérémy Doku,62,MID,Man City,0,0,38,0.97,63,1,,157,4,909,0,0.89,3,2002-05-27,0,2025-01-23T00:00:08.182578Z,85,41,1066,12,0,Doku,85,727737,0,0,172,False,,58,True,0.3,2.0,21.0,362.5,91,0,325,2023-08-24,0,3,59,108.7,366.0,11,192,0,3923,10.53,3.5,0.93,-3,0,0,,3,2.0,p248875,0.28,a,10.6,1.01,0.42,1.4,3.28,0.08,100.0,,479988,60,43,5,0,63,2,355.6,2.31,0,0,66,0.0,0.2,56,100.0,2.5,77
347,Ederson Santana de Moraes,53,GKP,Man City,0,0,3,0.00,773,2,,85,3,1913,0,1.24,9,1993-08-17,0,2025-02-03T02:00:08.541651Z,235,80,1710,19,0,Ederson M.,1,995136,48,0,73,False,,12,True,1.2,6.5,30.0,30.0,60,0,271,2017-07-01,0,0,15,50.4,0.0,23,12,0,7104,23.54,3.9,1.21,-2,0,3,,2,6.5,p121160,0.0,a,14.2,1.0,0.26,5.1,0.02,0.0,100.0,,633890,1,8,5,0,144,3,474.8,0.02,0,0,75,2.53,0.0,15,100.0,7.0,370
348,Phil Foden,92,MID,Man City,0,0,6,4.87,53,2,,107,3,8292,0,1.55,10,2000-05-28,0,2024-12-05T00:30:08.366700Z,32,34,1611,18,0,Foden,76,2740297,0,0,59,False,3.0,16,True,0.2,2.2,241.0,698.2,40,0,436,2016-12-05,0,7,36,156.4,427.0,24,178,0,13092,27.66,4.3,1.34,-3,0,2,,3,2.2,p209244,0.56,a,10.7,1.01,0.28,6.2,9.98,0.27,100.0,,1584234,13,19,5,0,8,3,440.4,5.12,0,0,98,0.0,0.29,22,100.0,2.7,16
349,Jack Grealish,64,MID,Man City,0,0,26,0.78,129,0,,333,1,98,0,1.59,3,1995-09-10,0,2025-02-12T09:00:09.233925Z,196,83,600,6,0,Grealish,186,57333,0,0,358,False,,112,True,0.0,0.2,241.0,291.8,359,0,144,2021-08-05,0,0,149,61.2,203.0,9,394,0,125,10.57,1.6,1.35,-1,0,3,,1,0.2,p114283,0.35,a,4.1,0.9,0.15,0.2,2.30,0.12,100.0,,46378,79,169,1,0,49,0,116.4,1.52,0,0,26,0.0,0.23,102,100.0,0.7,104
350,Joško Gvardiol,59,DEF,Man City,0,0,6,4.18,55,2,,25,0,9143,0,1.27,8,2002-01-23,0,2024-10-31T02:30:07.426838Z,41,1,2378,26,0,Gvardiol,21,4503981,0,0,15,False,,7,True,0.7,4.0,97.0,425.6,62,0,412,2023-08-05,0,5,9,148.4,412.0,35,81,0,55367,33.46,3.9,1.32,-1,0,1,,1,4.0,p477424,0.25,a,17.8,0.98,0.26,20.2,6.61,0.16,100.0,,3245212,10,7,7,0,86,2,643.0,2.43,0,0,105,0.0,0.09,4,100.0,4.5,60
351,Erling Haaland,147,FWD,Man City,0,0,1,19.83,2,5,,5,3,9520,0,1.4,25,2000-07-21,1,2025-02-23T21:30:09.361162Z,3,1,2390,27,0,Haaland,12,6283962,0,0,10,True,,3,True,0.3,3.8,161.0,320.7,7,0,722,2022-07-01,0,20,1,257.6,1379.0,36,99,0,59489,37.06,6.1,1.36,-3,0,2,3.0,3,3.8,p223094,0.81,a,11.2,1.02,0.26,27.9,21.55,0.75,100.0,1.0,3422955,6,3,7,0,1,2,874.0,1.72,0,0,164,0.0,0.06,1,100.0,4.3,92
352,Julián Álvarez,70,FWD,Man City,0,0,14,0.00,787,0,Transferred to Atletico Madrid,787,0,6,0,0.0,0,,0,2024-08-13T07:07:51.627006Z,787,84,0,0,0,J.Alvarez,82,29535,0,0,481,False,,67,False,0.0,0.0,,0.0,785,0,0,,0,0,84,0.0,0.0,0,781,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p461358,0.0,u,0.0,0.0,0.0,0.1,0.00,0.0,0.0,,0,84,84,0,0,29,0,0.0,0.00,0,0,0,0.0,0.0,84,0.0,0.0,787
353,João Cavaco Cancelo,53,DEF,Man City,0,0,14,0.00,772,0,Permanent transfer to Saudi club Al-Hilal,776,0,7,0,0.0,0,,0,2024-08-29T11:05:25.670531Z,776,261,0,0,0,João Cancelo,257,78584,0,0,371,False,,135,False,0.0,0.0,,0.0,774,0,0,,0,0,261,0.0,0.0,0,748,0,0,0.00,0.0,0.0,-2,0,0,,2,0.0,p121145,0.0,u,0.0,0.0,0.0,0.2,0.00,0.0,0.0,,4654,261,259,0,0,143,0,0.0,0.00,0,0,0,0.0,0.0,261,0.0,0.0,776
354,Mateo Kovačić,54,MID,Man City,0,0,76,1.46,174,3,,109,2,673,0,1.38,10,1994-05-06,0,2024-11-22T17:30:09.194248Z,93,109,1677,19,0,Kovačić,111,738026,0,0,194,False,,63,True,0.3,1.5,97.0,450.2,110,0,399,2023-06-27,0,4,38,103.8,150.0,25,231,0,452,25.69,3.3,1.34,-1,0,5,,1,1.5,p91651,0.22,a,14.8,1.02,0.38,1.2,4.10,0.08,100.0,,720945,45,50,7,0,122,1,436.4,2.65,0,0,80,0.0,0.14,57,100.0,2.0,56
355,Rico Lewis,43,DEF,Man City,0,0,136,1.32,191,0,,215,2,2888,1,1.3,1,2004-11-21,0,2024-12-07T21:30:08.281236Z,206,43,1609,18,0,Lewis,54,2277788,0,0,90,False,,31,True,0.5,2.0,241.0,195.9,192,0,234,2022-07-16,0,1,82,57.9,129.0,23,180,0,1338,23.24,2.5,1.29,-2,0,3,,2,2.0,p477064,0.12,a,12.8,1.01,0.22,4.1,2.22,0.07,100.0,,2525497,35,58,4,0,591,1,254.8,0.90,0,0,55,0.0,0.05,63,100.0,2.5,165
356,Matheus Luiz Nunes,49,MID,Man City,0,0,177,0.53,195,0,,235,4,100,0,1.56,2,1998-08-27,0,2024-12-21T22:00:08.310190Z,176,115,1040,12,0,Matheus N.,109,75939,0,0,463,False,,162,True,0.3,1.5,173.0,319.7,222,0,224,2023-09-01,0,0,105,67.5,126.0,17,229,0,103,18.02,2.4,1.47,-1,0,3,,1,1.5,p465351,0.25,a,9.2,1.04,0.35,0.1,2.88,0.05,100.0,,77344,71,93,4,0,274,2,228.6,2.35,0,0,45,0.0,0.2,99,100.0,2.0,93
357,James McAtee,46,MID,Man City,0,0,231,1.34,271,0,,387,0,279,0,1.29,0,2002-10-18,0,,381,152,123,0,0,McAtee,78,20135,0,0,467,False,,164,True,0.4,2.0,241.0,19.3,280,0,68,2021-07-26,0,2,180,16.0,70.0,3,182,0,104,1.76,2.0,2.2,-4,0,0,,4,2.0,p432714,1.0,a,4.3,0.0,0.0,0.1,1.37,0.98,,,20383,215,120,0,0,357,0,72.2,0.03,0,0,20,0.0,0.02,186,,2.5,407
358,Stefan Ortega Moreno,52,GKP,Man City,0,0,4,0.00,771,0,,237,0,216,0,1.59,0,1992-11-06,0,,346,79,810,9,0,Ortega Moreno,82,92497,26,0,260,False,,37,True,0.0,0.0,80.0,0.0,161,0,100,2022-07-01,0,0,22,22.5,0.0,15,743,0,45,14.28,2.8,1.67,-3,0,1,,3,0.0,p88248,0.0,a,4.8,1.0,0.22,0.6,0.00,0.0,,,50948,82,25,2,0,160,0,224.0,0.00,0,0,25,2.89,0.0,22,,0.5,775
360,Rodrigo 'Rodri' Hernandez,62,MID,Man City,0,0,35,0.00,783,0,Knee injury - Expected back 01 Jun,482,0,78,0,0.06,0,1996-06-22,0,2024-09-22T22:00:05.633631Z,479,338,65,1,0,Rodrigo,335,421522,0,0,234,False,,74,True,0.0,0.0,200.0,17.1,501,0,18,2019-07-04,0,0,224,2.8,0.0,0,772,0,18,0.04,1.0,0.0,-3,0,0,,3,0.0,p220566,0.12,i,0.3,1.38,0.0,0.8,0.09,0.0,0.0,,39867,218,236,0,0,60,0,10.8,0.09,0,0,2,0.0,0.12,225,0.0,0.0,411
361,Rúben Gato Alves Dias,54,DEF,Man City,0,0,12,1.16,253,0,,191,0,513,0,1.23,1,1997-05-14,0,2025-01-23T00:00:08.203274Z,241,71,1369,15,1,Rúben,52,603127,0,0,130,False,,48,True,0.4,2.2,173.0,128.2,204,0,211,2020-09-29,0,0,70,49.3,83.0,15,172,0,2580,18.67,2.5,0.99,-1,0,3,,1,2.2,p171314,0.13,a,8.0,0.99,0.33,2.3,1.96,0.08,100.0,,354001,59,63,5,0,125,2,281.4,0.80,0,0,43,0.0,0.05,76,100.0,2.7,226
362,John Stones,53,DEF,Man City,0,0,13,0.60,272,1,Thigh injury - Expected back 18 May,293,0,455,0,0.98,2,1994-05-28,0,2025-02-21T13:30:09.715292Z,324,79,544,6,0,Stones,57,354382,0,0,210,False,,79,True,0.3,1.8,241.0,49.8,185,0,92,2016-08-09,0,2,108,27.4,70.0,11,212,0,12,5.95,2.6,1.82,-2,0,1,,2,0.0,p97299,0.13,i,5.5,0.99,0.17,1.1,0.77,0.1,0.0,,196591,101,54,1,0,141,0,155.6,0.17,0,0,29,0.0,0.03,105,0.0,0.0,325
363,Kyle Walker,51,DEF,Man City,0,0,21,0.12,348,0,Loaned to Milan,291,0,579,0,1.79,0,,0,2025-01-27T09:56:49.234718Z,296,116,966,9,0,Walker,256,903062,0,0,116,False,,41,False,0.0,0.0,241.0,147.7,511,0,63,2017-07-14,0,0,107,33.5,29.0,21,735,0,0,19.26,0.9,1.96,-4,0,3,,4,0.0,p58621,0.13,u,2.5,0.84,0.0,2.6,1.46,0.01,0.0,,187185,49,174,0,0,174,0,157.4,1.34,0,0,13,0.0,0.12,92,0.0,0.0,202
571,Sávio 'Savinho' Moreira de Oliveira,62,MID,Man City,0,0,41,4.27,34,2,,152,10,3941,0,1.11,12,2004-04-10,0,2024-10-31T02:30:07.756984Z,40,19,1504,18,0,Savinho,40,1095637,0,0,120,False,6.0,40,True,0.6,3.5,30.0,564.9,57,0,385,2024-07-18,0,1,55,149.7,572.0,23,105,0,10221,18.58,4.0,1.38,-3,0,2,4.0,3,3.5,p510281,0.59,a,14.7,1.08,0.36,2.5,9.71,0.26,100.0,,1252419,26,29,6,0,67,3,357.6,5.44,0,0,91,0.0,0.33,28,100.0,4.0,32
607,Nico O'Reilly,49,MID,Man City,0,0,178,0.03,460,0,,492,0,21,0,0.09,0,2005-03-21,0,2024-11-13T15:30:08.718593Z,506,235,21,0,0,O’Reilly,178,2212,0,0,664,False,,271,True,0.0,0.2,241.0,1.1,492,0,6,2022-12-16,0,0,230,1.1,2.0,0,382,0,15,0.02,1.0,0.0,-1,0,0,,1,0.2,p472769,0.13,a,0.4,0.0,0.0,0.0,0.03,0.13,100.0,,1624,236,231,0,0,275,0,8.0,0.00,0,0,2,0.0,0.0,236,100.0,0.7,477
625,Ilkay Gündogan,63,MID,Man City,0,0,28,1.59,159,0,,250,2,270,0,1.63,0,1990-10-24,0,,119,100,1438,16,0,Gündogan,86,139036,0,0,297,False,2.0,91,True,0.3,2.0,80.0,478.9,289,0,271,2024-08-23,0,0,112,85.3,166.0,23,193,0,149,26.11,2.0,1.44,-2,0,1,2.0,2,2.0,p59859,0.29,a,7.6,1.0,0.25,0.4,4.54,0.1,,,144594,42,128,4,0,51,0,208.0,2.96,0,0,48,0.0,0.19,73,,2.5,50
626,Issa Kaboré,45,DEF,Man City,0,0,71,0.00,673,0,Loaned to Benfica,693,0,0,0,0.0,0,,0,2024-09-05T10:37:05.659734Z,693,255,0,0,0,Kaboré,248,789,0,0,740,False,,253,False,0.0,0.0,,0.0,697,0,0,,0,0,258,0.0,0.0,0,615,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p476369,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,491,258,256,0,0,409,0,0.0,0.00,0,0,0,0.0,0.0,258,0.0,0.0,689
671,Jacob Wright,45,MID,Man City,0,0,274,0.00,689,0,Loaned to Norwich City,708,0,10,0,0.0,0,,0,2025-02-05T21:04:28.321130Z,708,283,0,0,0,Wright,242,1858,0,0,704,False,,290,False,0.0,0.0,241.0,0.0,711,0,0,2024-01-06,0,0,289,0.0,0.0,0,634,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p516250,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,2083,289,290,0,0,435,0,0.0,0.00,0,0,0,0.0,0.0,288,0.0,0.0,703
672,Jahmai Simpson-Pusey,40,DEF,Man City,0,0,213,0.00,453,0,,461,0,54,0,2.25,0,2005-11-04,0,2024-11-13T15:30:08.805382Z,483,167,95,1,0,Simpson-Pusey,184,4395,0,0,596,False,,205,True,0.0,0.0,241.0,2.2,527,0,7,2024-07-23,0,0,165,2.4,2.0,2,487,0,27,2.37,0.5,1.89,0,0,1,,0,0.0,p554194,0.01,a,0.2,0.95,0.0,0.0,0.01,0.0,100.0,,6007,171,183,0,0,698,0,19.6,0.01,0,0,1,0.0,0.01,170,100.0,0.5,469
675,Josh Wilson-Esbrand,40,DEF,Man City,0,0,182,0.00,534,0,Loaned to Stoke City,588,0,12,0,0.0,0,,0,2025-01-24T10:47:24.891848Z,588,191,0,0,0,Wilson-Esbrand,159,2123,0,0,675,False,,228,False,0.0,0.0,241.0,0.0,592,0,0,2021-09-17,0,0,205,0.0,0.0,0,454,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p447880,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,2181,204,202,0,0,659,0,0.0,0.00,0,0,0,0.0,0.0,205,0.0,0.0,572
698,Divin Mubama,45,FWD,Man City,0,0,68,0.04,435,0,,526,0,354,0,0.07,0,2004-10-25,0,,516,52,27,0,0,Mubama,42,20086,0,0,428,False,,64,True,0.0,0.0,241.0,0.1,467,0,2,2024-12-15,0,0,54,0.5,5.0,0,617,0,158,0.02,1.0,0.0,0,0,0,,0,0.0,p487837,0.13,a,0.2,0.0,0.0,0.1,0.04,0.13,,,31566,54,45,0,0,412,0,0.2,0.00,0,0,1,0.0,0.0,54,,0.5,506
703,Max Alleyne,40,DEF,Man City,0,0,187,0.00,542,0,,596,0,22,0,0.0,0,2005-07-21,0,,596,194,0,0,0,Alleyne,162,602,0,0,698,False,,237,True,0.0,0.0,241.0,0.0,600,0,0,2022-12-16,0,0,208,0.0,0.0,0,462,0,13,0.00,0.0,0.0,0,0,0,,0,0.0,p494307,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,909,207,205,0,0,669,0,0.0,0.00,0,0,0,0.0,0.0,208,,0.5,580
704,Spike Brits,40,GKP,Man City,0,0,63,0.00,582,0,,631,0,9,0,0.0,0,2007-06-24,0,,631,42,0,0,0,Brits,63,499,0,0,725,False,,76,True,0.0,0.0,241.0,0.0,636,0,0,2024-12-25,0,0,74,0.0,0.0,0,503,0,14,0.00,0.0,0.0,0,0,0,,0,0.0,p613120,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,793,58,74,0,0,716,0,0.0,0.00,0,0,0,0.0,0.0,74,,0.5,616
732,Abdukodir Khusanov,50,DEF,Man City,0,0,26,0.02,447,0,,369,0,970,0,1.08,0,2004-02-29,0,,395,163,413,5,0,Khusanov,25,10757,0,0,273,False,,102,True,0.8,3.8,231.0,32.1,134,0,78,2025-01-20,0,0,129,12.8,4.0,4,93,0,7619,4.94,3.0,0.87,0,0,1,,0,3.8,p578153,0.02,a,3.0,1.09,0.44,0.5,0.10,0.0,,,55939,123,38,2,0,237,2,90.6,0.08,0,0,15,0.0,0.02,133,,4.3,362
733,Vitor de Oliveira Nunes dos Reis,45,DEF,Man City,0,0,81,0.00,730,0,,746,0,35,0,0.0,0,2006-01-12,0,,746,258,0,0,0,Vitor Reis,250,1020,0,0,694,False,,235,True,0.0,0.0,30.0,0.0,746,0,0,2025-01-21,0,0,260,0.0,0.0,0,675,0,37,0.00,0.0,0.0,0,0,0,,0,0.0,p616222,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,1580,260,258,0,0,486,0,0.0,0.00,0,0,0,0.0,0.0,260,,0.5,742
736,Pep Guardiola,15,MNG,Man City,2,9,1,0.00,479,0,,544,0,731,0,0.0,0,1971-01-18,0,,544,16,0,0,0,Guardiola,13,15188,0,0,354,False,,8,True,3.5,5.2,200.0,0.0,551,0,0,2016-07-01,0,0,16,0.0,0.0,0,31,0,3174,0.00,0.0,0.0,0,3,0,,0,5.2,man37974,0.0,a,20.7,0.0,0.0,3.7,0.00,0.0,,,13901,16,16,0,0,769,0,0.0,0.00,0,3,31,0.0,0.0,16,,5.7,522
755,Omar Marmoush,72,FWD,Man City,0,0,11,1.06,225,1,,325,0,39029,0,1.07,3,1999-02-07,0,,293,38,389,5,0,Marmoush,3,281136,0,0,31,False,,7,True,0.8,5.5,63.0,114.6,38,0,128,2025-01-23,0,3,29,34.6,101.0,7,29,0,51525,4.64,4.3,1.62,2,0,0,,-2,5.5,p438234,0.42,a,3.6,1.16,0.46,10.9,1.78,0.25,,,1485384,27,13,2,0,26,1,130.6,0.72,0,0,26,0.0,0.17,34,,6.0,241
765,Nico González,60,MID,Man City,0,0,52,0.10,396,0,,431,0,167,0,0.65,0,2002-01-03,0,,430,211,301,4,0,N.Gonzalez,67,1751,0,0,575,False,,219,True,0.4,2.5,200.0,39.2,206,0,43,2025-02-03,0,0,197,7.9,12.0,2,159,0,334,2.16,2.5,0.6,0,0,1,,0,2.5,p465694,0.08,a,1.7,1.2,0.9,0.0,0.27,0.03,,,5458,193,86,3,0,79,2,31.4,0.17,0,0,10,0.0,0.05,207,,3.0,341
785,Claudio Echeverri,60,MID,Man City,0,0,54,0.00,782,0,,783,0,37,0,0.0,0,2006-01-02,0,,783,337,0,0,0,Echeverri,333,55,0,0,761,False,,323,True,0.0,0.0,10.0,0.0,781,0,0,2024-01-25,0,0,338,0.0,0.0,0,770,0,30,0.00,0.0,0.0,0,0,0,,0,2.2,p575204,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,295,338,338,0,0,81,0,0.0,0.00,0,0,0,0.0,0.0,338,,2.7,783
